0	m5697/700/CCS_Read=5697;length=700bp;startpos=4236;chromosome=ENSG00000101040|ENSG00000101040.19|ENST00000355972|ENST00000355972.8;numberOfErrors=0;totalErrorProb=0.0000;passes=26.212745359033047;passesLeft=27;passesRight=26;cutPosition=149
0	m5556/700/CCS_Read=5556;length=700bp;startpos=3930;chromosome=ENSG00000101040|ENSG00000101040.19|ENST00000396281|ENST00000396281.8;numberOfErrors=0;totalErrorProb=0.0000;passes=26.497076682673754;passesLeft=27;passesRight=26;cutPosition=348
0	m5782/700/CCS_Read=5782;length=700bp;startpos=4428;chromosome=ENSG00000101040|ENSG00000101040.19|ENST00000355972|ENST00000355972.8;numberOfErrors=0;totalErrorProb=0.0000;passes=25.059423393004447;passesLeft=25;passesRight=26;cutPosition=658
0	m1612/700/CCS_Read=1612;length=700bp;startpos=4178;chromosome=ENSG00000101040|ENSG00000101040.19|ENST00000396281|ENST00000396281.8;numberOfErrors=0;totalErrorProb=0.0001;passes=19.322421824618832;passesLeft=19;passesRight=20;cutPosition=474
0	m7234/700/CCS_Read=7234;length=700bp;startpos=4211;chromosome=ENSG00000101040|ENSG00000101040.19|ENST00000396281|ENST00000396281.8;numberOfErrors=0;totalErrorProb=0.0002;passes=14.157336987337338;passesLeft=15;passesRight=14;cutPosition=110
0	m4131/700/CCS_Read=4131;length=700bp;startpos=4244;chromosome=ENSG00000101040|ENSG00000101040.19|ENST00000396281|ENST00000396281.8;numberOfErrors=0;totalErrorProb=0.0002;passes=15.654226321531954;passesLeft=15;passesRight=16;cutPosition=242
0	m8723/700/CCS_Read=8723;length=700bp;startpos=4411;chromosome=ENSG00000101040|ENSG00000101040.19|ENST00000355972|ENST00000355972.8;numberOfErrors=0;totalErrorProb=0.0002;passes=17.913535310307257;passesLeft=17;passesRight=18;cutPosition=61
0	m1968/700/CCS_Read=1968;length=700bp;startpos=4461;chromosome=ENSG00000101040|ENSG00000101040.19|ENST00000396281|ENST00000396281.8;numberOfErrors=0;totalErrorProb=0.0002;passes=18.99941654857214;passesLeft=19;passesRight=18;cutPosition=700
0	m1394/700/CCS_Read=1394;length=700bp;startpos=3986;chromosome=ENSG00000101040|ENSG00000101040.19|ENST00000396281|ENST00000396281.8;numberOfErrors=0;totalErrorProb=0.0003;passes=17.370997490836896;passesLeft=17;passesRight=18;cutPosition=440
0	m3733/700/CCS_Read=3733;length=700bp;startpos=4374;chromosome=ENSG00000101040|ENSG00000101040.19|ENST00000396281|ENST00000396281.8;numberOfErrors=0;totalErrorProb=0.0003;passes=12.71793107905398;passesLeft=13;passesRight=12;cutPosition=503
0	m9345/700/CCS_Read=9345;length=700bp;startpos=4468;chromosome=ENSG00000101040|ENSG00000101040.19|ENST00000355972|ENST00000355972.8;numberOfErrors=0;totalErrorProb=0.0006;passes=13.541821239140738;passesLeft=13;passesRight=14;cutPosition=321
0	m7630/700/CCS_Read=7630;length=700bp;startpos=4506;chromosome=ENSG00000101040|ENSG00000101040.19|ENST00000355972|ENST00000355972.8;numberOfErrors=0;totalErrorProb=0.0010;passes=10.1647721838767;passesLeft=11;passesRight=10;cutPosition=115
0	m452/700/CCS_Read=452;length=700bp;startpos=4781;chromosome=ENSG00000101040|ENSG00000101040.19|ENST00000396281|ENST00000396281.8;numberOfErrors=2;totalErrorProb=0.0013;passes=8.587233792009195;passesLeft=9;passesRight=8;cutPosition=411
