0	m202/100/CCS_Read=202;length=100bp;startpos=3002;chromosome=ENSG00000176809|ENSG00000176809.10|ENST00000584306|ENST00000584306.5;numberOfErrors=0;totalErrorProb=0.0000;passes=37.18957409543604;passesLeft=37;passesRight=38;cutPosition=81
0	m2397/100/CCS_Read=2397;length=100bp;startpos=4227;chromosome=ENSG00000074054|ENSG00000074054.19|ENST00000455322|ENST00000455322.6;numberOfErrors=0;totalErrorProb=0.0000;passes=40;passesLeft=40;passesRight=40;cutPosition=0
0	m7893/100/CCS_Read=7893;length=100bp;startpos=2426;chromosome=ENSG00000151148|ENSG00000151148.14|ENST00000434735|ENST00000434735.6;numberOfErrors=0;totalErrorProb=0.0000;passes=37.33244722017233;passesLeft=37;passesRight=38;cutPosition=67
0	m5536/100/CCS_Read=5536;length=100bp;startpos=3359;chromosome=ENSG00000061987|ENSG00000061987.16|ENST00000552738|ENST00000552738.5;numberOfErrors=0;totalErrorProb=0.0000;passes=32.93399854739272;passesLeft=33;passesRight=32;cutPosition=93
0	m2646/100/CCS_Read=2646;length=100bp;startpos=1940;chromosome=ENSG00000169247|ENSG00000169247.14|ENST00000502274|ENST00000502274.2;numberOfErrors=0;totalErrorProb=0.0000;passes=27.93468209664804;passesLeft=27;passesRight=28;cutPosition=7
0	m3602/100/CCS_Read=3602;length=100bp;startpos=4489;chromosome=ENSG00000146872|ENSG00000146872.18|ENST00000346027|ENST00000346027.10;numberOfErrors=0;totalErrorProb=0.0000;passes=30.884025742347927;passesLeft=31;passesRight=30;cutPosition=88
0	m2489/100/CCS_Read=2489;length=100bp;startpos=1509;chromosome=ENSG00000154518|ENSG00000154518.9|ENST00000284727|ENST00000284727.8;numberOfErrors=0;totalErrorProb=0.0000;passes=31.099215519238946;passesLeft=31;passesRight=32;cutPosition=90
0	m2023/100/CCS_Read=2023;length=100bp;startpos=2704;chromosome=ENSG00000109572|ENSG00000109572.14|ENST00000504131|ENST00000504131.6;numberOfErrors=0;totalErrorProb=0.0000;passes=27.15405537323054;passesLeft=27;passesRight=28;cutPosition=85
0	m2035/100/CCS_Read=2035;length=100bp;startpos=4167;chromosome=ENSG00000101040|ENSG00000101040.19|ENST00000396281|ENST00000396281.8;numberOfErrors=0;totalErrorProb=0.0000;passes=24.417590828965768;passesLeft=25;passesRight=24;cutPosition=42
0	m3969/100/CCS_Read=3969;length=100bp;startpos=2970;chromosome=ENSG00000074054|ENSG00000074054.19|ENST00000455322|ENST00000455322.6;numberOfErrors=0;totalErrorProb=0.0001;passes=17.45933009307935;passesLeft=17;passesRight=18;cutPosition=54
