0	m9691/100/CCS_Read=9691;length=100bp;startpos=1002;chromosome=ENSG00000255036|ENSG00000255036.6|ENST00000529787|ENST00000529787.2;numberOfErrors=0;totalErrorProb=0.0000;passes=39.91667622305475;passesLeft=39;passesRight=40;cutPosition=8
0	m860/100/CCS_Read=860;length=100bp;startpos=2918;chromosome=ENSG00000044090|ENSG00000044090.10|ENST00000673753|ENST00000673753.1;numberOfErrors=0;totalErrorProb=0.0000;passes=40;passesLeft=40;passesRight=40;cutPosition=0
0	m2542/100/CCS_Read=2542;length=100bp;startpos=3365;chromosome=ENSG00000244754|ENSG00000244754.9|ENST00000674349|ENST00000674349.1;numberOfErrors=0;totalErrorProb=0.0000;passes=40;passesLeft=40;passesRight=40;cutPosition=0
0	m1796/100/CCS_Read=1796;length=100bp;startpos=4589;chromosome=ENSG00000132915|ENSG00000132915.11|ENST00000508173|ENST00000508173.5;numberOfErrors=0;totalErrorProb=0.0000;passes=38.40862811628487;passesLeft=39;passesRight=38;cutPosition=41
0	m4366/100/CCS_Read=4366;length=100bp;startpos=4740;chromosome=ENSG00000097007|ENSG00000097007.19|ENST00000318560|ENST00000318560.6;numberOfErrors=0;totalErrorProb=0.0000;passes=27.467028968248673;passesLeft=27;passesRight=28;cutPosition=53
0	m9258/100/CCS_Read=9258;length=100bp;startpos=4656;chromosome=ENSG00000137573|ENSG00000137573.14|ENST00000402687|ENST00000402687.9;numberOfErrors=0;totalErrorProb=0.0000;passes=25.732440503638436;passesLeft=25;passesRight=26;cutPosition=27
0	m991/100/CCS_Read=991;length=100bp;startpos=3361;chromosome=ENSG00000137573|ENSG00000137573.14|ENST00000402687|ENST00000402687.9;numberOfErrors=0;totalErrorProb=0.0001;passes=18.15519999881092;passesLeft=19;passesRight=18;cutPosition=16
0	m4405/100/CCS_Read=4405;length=100bp;startpos=3238;chromosome=ENSG00000137573|ENSG00000137573.14|ENST00000402687|ENST00000402687.9;numberOfErrors=0;totalErrorProb=0.0002;passes=16.499061413069334;passesLeft=17;passesRight=16;cutPosition=50
1	m9990/100/CCS_Read=9990;length=100bp;startpos=1521;chromosome=ENSG00000101040|ENSG00000101040.19|ENST00000396281|ENST00000396281.8;numberOfErrors=0;totalErrorProb=0.0000;passes=30.08784873177356;passesLeft=31;passesRight=30;cutPosition=9
1	m4472/100/CCS_Read=4472;length=100bp;startpos=4621;chromosome=ENSG00000130449|ENSG00000130449.6|ENST00000252744|ENST00000252744.6;numberOfErrors=0;totalErrorProb=0.0000;passes=30.27734563685261;passesLeft=31;passesRight=30;cutPosition=28
1	m7399/100/CCS_Read=7399;length=100bp;startpos=4844;chromosome=ENSG00000105339|ENSG00000105339.10|ENST00000519811|ENST00000519811.5;numberOfErrors=0;totalErrorProb=0.0000;passes=28.497382747014;passesLeft=29;passesRight=28;cutPosition=50
1	m9854/100/CCS_Read=9854;length=100bp;startpos=4335;chromosome=ENSG00000159658|ENSG00000159658.13|ENST00000674435|ENST00000674435.1;numberOfErrors=0;totalErrorProb=0.0000;passes=25.99299462592882;passesLeft=25;passesRight=26;cutPosition=1
1	m1720/100/CCS_Read=1720;length=100bp;startpos=4128;chromosome=ENSG00000085982|ENSG00000085982.13|ENST00000251722|ENST00000251722.10;numberOfErrors=0;totalErrorProb=0.0000;passes=25.523467279854817;passesLeft=25;passesRight=26;cutPosition=48
1	m8922/100/CCS_Read=8922;length=100bp;startpos=2606;chromosome=ENSG00000019995|ENSG00000019995.6|ENST00000359653|ENST00000359653.4;numberOfErrors=0;totalErrorProb=0.0000;passes=18.06273798627145;passesLeft=19;passesRight=18;cutPosition=6
1	m7599/100/CCS_Read=7599;length=100bp;startpos=5032;chromosome=ENSG00000072864|ENSG00000072864.16|ENST00000674995|ENST00000674995.1;numberOfErrors=0;totalErrorProb=0.0001;passes=20.151741914402425;passesLeft=21;passesRight=20;cutPosition=15
1	m5388/100/CCS_Read=5388;length=100bp;startpos=5091;chromosome=ENSG00000074054|ENSG00000074054.19|ENST00000455322|ENST00000455322.6;numberOfErrors=0;totalErrorProb=0.0001;passes=19.348960183402998;passesLeft=19;passesRight=20;cutPosition=65
2	m7254/100/CCS_Read=7254;length=100bp;startpos=3177;chromosome=ENSG00000073331|ENSG00000073331.18|ENST00000504745|ENST00000504745.1;numberOfErrors=0;totalErrorProb=0.0000;passes=29.522648173446324;passesLeft=29;passesRight=30;cutPosition=48
2	m2374/100/CCS_Read=2374;length=100bp;startpos=5214;chromosome=ENSG00000284845|ENSG00000284845.2|ENST00000644992|ENST00000644992.2;numberOfErrors=0;totalErrorProb=0.0000;passes=30.610994038525774;passesLeft=31;passesRight=30;cutPosition=61
2	m4070/100/CCS_Read=4070;length=100bp;startpos=757;chromosome=ENSG00000100150|ENSG00000100150.20|ENST00000646515|ENST00000646515.1;numberOfErrors=0;totalErrorProb=0.0000;passes=24.18782062954352;passesLeft=25;passesRight=24;cutPosition=19
2	m2440/100/CCS_Read=2440;length=100bp;startpos=5232;chromosome=ENSG00000284845|ENSG00000284845.2|ENST00000644992|ENST00000644992.2;numberOfErrors=0;totalErrorProb=0.0000;passes=26.366834537790723;passesLeft=27;passesRight=26;cutPosition=37
2	m3000/100/CCS_Read=3000;length=100bp;startpos=758;chromosome=ENSG00000100150|ENSG00000100150.20|ENST00000646515|ENST00000646515.1;numberOfErrors=0;totalErrorProb=0.0002;passes=14.696707314909878;passesLeft=15;passesRight=14;cutPosition=70
